Course,Skills,Interests,Industry,Career
Secondary Education - English,"Community Outreach, Program Development, Event Planning","Community Engagement, Lifelong Learning","Education, Community Outreach",Community Education Coordinator
Secondary Education - English,"Museum Education, Curriculum Development, Exhibit Interpretation","Informal Learning, Cultural Preservation","Education, Museum Education",Museum Educator
Secondary Education - English,"Program Management, Strategic Planning, Budgeting","Educational Leadership, Program Development",Education Administration,Educational Program Manager
Secondary Education - English,"Language Arts Instruction, Curriculum Alignment, Teacher Collaboration","Literacy Promotion, Curriculum Development","Education, Language Arts",Language Arts Coordinator
Secondary Education - English,"International Education, Cross-Cultural Communication, Advising","Study Abroad Programs, Global Citizenship","Education, International Programs",Study Abroad Advisor
Secondary Education - English,"Peer Tutoring Programs, Student Leadership, Peer Mentorship","Academic Support, Student Engagement","Education, Peer Tutoring",Peer Tutoring Coordinator
Secondary Education - Filipino,"Filipino Language Proficiency, Literature Analysis, Creative Writing","Teaching, Literature, Language Arts",Education,High School Filipino Teacher
Secondary Education - Filipino,"Literacy Program Development, Intervention Strategies, Professional Development","Literacy Initiatives, Teacher Support",Education,Literacy Coordinator
Secondary Education - Filipino,"Filipino Language Instruction, Cross-Cultural Communication, Language Assessment","Teaching, Language Learning, Cultural Exchange","Education, ESL",ESL Teacher
Secondary Education - Filipino,"Reading Intervention, Assessment, Individualized Instruction","Literacy, Student Support","Education, Literacy",Reading Specialist
Secondary Education - Filipino,"Curriculum Design, Instructional Design, Educational Standards","Curriculum Development, Educational Innovation","Education, Curriculum",Curriculum Developer
Secondary Education - Filipino,"Educational Expertise, Guidance, Professional Development","Teacher Training, Educational Policy",Education Consulting,Educational Consultant
Secondary Education - Filipino,"Writing, Editing, Curriculum Alignment","Writing, Educational Materials, Literature","Publishing, Education",Content Writer/Editor
Secondary Education - Filipino,"Instruction, Adaptability, Communication","Student Support, Academic Improvement","Education, Tutoring",Tutor
Secondary Education - Filipino,"Writing Guidance, Editing, Publication Management","Creative Expression, Student Publishing","Education, Literature",Literary Magazine Advisor
Secondary Education - Filipino,"Facilitation, Presentation, Curriculum Implementation","Teacher Training, Instructional Improvement","Education, Professional Development",Professional Development Facilitator
Secondary Education - Filipino,"Library Science, Information Literacy, Collection Management","Literacy Promotion, Research, Information Access","Education, Library Science",School Librarian
Secondary Education - Filipino,"Drama Instruction, Performance Skills, Stage Management","Theater Arts, Creative Expression, Performance","Education, Drama/Theater",Drama/Theater Teacher
Secondary Education - Filipino,"Speech Therapy, Language Disorders, Communication Skills","Speech and Language Development, Therapy Services","Education, Speech Therapy",Speech-Language Pathologist
Secondary Education - Filipino,"Writing Instruction, Writing Support Services, Program Management","Writing Pedagogy, Student Support Services","Education, Writing Support",Writing Center Director
Secondary Education - Filipino,"Educational Technology Integration, Digital Literacy, Tech Support","Technology Integration, Student Engagement","Education, Technology",Educational Technology Specialist
Secondary Education - Filipino,"Program Development, Youth Leadership, Community Engagement","Youth Development, Outreach, Program Management","Education, Youth Services",Youth Program Coordinator
Secondary Education - Filipino,"College Admissions, Academic Advising, Career Counseling","College Readiness, Student Support, Higher Education","Education, Counseling",College Counselor
Secondary Education - Filipino,"Assessment Design, Data Analysis, Educational Assessment","Assessment Planning, Data-Informed Decision Making","Education, Assessment",Assessment Coordinator
Secondary Education - Filipino,"Instructional Leadership, Teacher Support, Professional Development","Teacher Mentoring, Instructional Improvement","Education, Leadership",Instructional Coach
Secondary Education - Filipino,"Research Methodology, Data Analysis, Educational Theory","Research, Data Interpretation, Educational Policy","Education, Research",Educational Researcher
Secondary Education - Filipino,"Online Instruction, Learning Management Systems, Virtual Collaboration","Distance Learning, Educational Technology","Education, Online Learning",Online Learning Specialist
Secondary Education - Filipino,"Community Outreach, Program Development, Event Planning","Community Engagement, Lifelong Learning","Education, Community Outreach",Community Education Coordinator
Secondary Education - Filipino,"Museum Education, Curriculum Development, Exhibit Interpretation","Informal Learning, Cultural Preservation","Education, Museum Education",Museum Educator
Secondary Education - Filipino,"Program Management, Strategic Planning, Budgeting","Educational Leadership, Program Development",Education Administration,Educational Program Manager
Secondary Education - Filipino,"Language Arts Instruction, Curriculum Alignment, Teacher Collaboration","Literacy Promotion, Curriculum Development","Education, Language Arts",Language Arts Coordinator
Secondary Education - Filipino,"International Education, Cross-Cultural Communication, Advising","Study Abroad Programs, Global Citizenship","Education, International Programs",Study Abroad Advisor
Secondary Education - Filipino,"Peer Tutoring Programs, Student Leadership, Peer Mentorship","Academic Support, Student Engagement","Education, Peer Tutoring",Peer Tutoring Coordinator
Secondary Education - Physical Education,"Physical Education Instruction, Sports Coaching, Fitness Training","Teaching, Sports, Health","Education, Athletics",High School PE Teacher
Secondary Education - Physical Education,"Sports Coaching, Team Management, Strategy Development","Coaching, Athletic Performance","Education, Athletics",Athletic Coach
Secondary Education - Physical Education,"Health Education Instruction, Nutrition Education, Health Promotion","Health Education, Wellness","Education, Health",Health Educator
Secondary Education - Physical Education,"Adapted Physical Education, Special Education Strategies, Individualized Instruction","Inclusive Education, Disability Support","Education, Special Needs",Adapted PE Specialist
Secondary Education - Physical Education,"Fitness Instruction, Exercise Physiology, Personal Training","Fitness Training, Wellness","Education, Fitness",Fitness Instructor
Secondary Education - Physical Education,"Outdoor Education Programming, Adventure Education, Environmental Studies","Outdoor Learning, Environmental Awareness","Education, Outdoor Education",Outdoor Education Coordinator
Secondary Education - Physical Education,"Curriculum Design, Instructional Design, Fitness Programming","Curriculum Development, Physical Wellness","Education, Curriculum",PE Curriculum Developer
Secondary Education - Physical Education,"Educational Expertise, Guidance, Professional Development","Teacher Training, Educational Policy",Education Consulting,Educational Consultant
Secondary Education - Physical Education,"Health Promotion Strategies, Community Outreach, Program Development","Public Health, Community Engagement","Education, Public Health",Health Promotion Specialist
Secondary Education - Physical Education,"Camp Administration, Program Development, Staff Supervision","Youth Development, Recreational Sports","Education, Recreation",Sports Camp Director
Secondary Education - Physical Education,"Exercise Science, Fitness Assessment, Exercise Prescription","Physiology, Fitness Testing","Education, Exercise Science",Exercise Physiologist
